Applied Mathematics,AM,212A,Applied Partial Differential Equations,5.0,None,"Focuses on analytical methods for partial differential equations (PDEs), including: the method of characteristics for first-order PDEs; canonical forms of linear second-order PDEs; separation of variables; Sturm-Liouville theory; Green's functions. Illustrates each method using applications taken from examples in physics. AM 211 or equivalent is strongly recommended as preparation. Students cannot receive credit for this course and AM 112.  (Formerly AMS 211, Applied Mathematical Methods I.)",None,
Applied Mathematics,AM,212B,Applied Mathematical Methods II,5.0,Prerequisite(s): Enrollment is restricted to graduate students. Undergraduates may enroll by permission of the instructor.,"Covers perturbation methods: asymptotic series, stationary phase and expansion of integrals, matched asymptotic expansions, multiple scales and the WKB method, Pad approximants and improvements of series. (Formerly AMS  212B.)",None,
Applied Mathematics,AM,213A,Numerical Linear Algebra,5.0,Enrollment is restricted to graduate students. Undergraduate students may enroll with permission of the instructor.,"Focuses on numerical solutions to classic problems of linear algebra. Topics include: LU, Cholesky, and QR factorizations; iterative methods for linear equations; least square, power methods, and QR algorithms for eigenvalue problems; and conditioning and stability of numerical algorithms. Provides hands-on experience in implementing numerical algorithms for solving engineering and scientific problems. Basic knowledge of mathematical linear algebra is assumed. (Formerly AMS  213A.)",None,
Applied Mathematics,AM,213B,Numerical Methods for the Solution of Differential Equations,5.0,Enrollment is restricted to graduate students.,"Introduces the numerical solutions of ordinary and partial differential equations (ODEs and PDEs). Focuses on the derivation of discrete solution methods for a variety of differential equations, and their stability and convergence. Also provides hands-on experience in implementing such numerical algorithms for the solution of engineering and scientific problems using MATLAB software. The  class consists of lectures and hands-on programming sections. Basic mathematical knowledge of ODEs and PDEs is assumed, and a basic working knowledge of programming in MATLAB is expected. (Formerly AMS  213B.)",None,
Applied Mathematics,AM,214,Applied Dynamical Systems,5.0,None,Introduces continuous and discrete dynamical systems. Topics include: fixed points; stability; limit cycles; bifurcations; transition to and characterization of chaos; and fractals. Examples drawn from sciences and engineering; founding papers of the subject are studied. Students cannot receive credit for this course and AM 114 or MATH 145. (Formerly AMS 214.),None,
Applied Mathematics,AM,215,Stochastic Modeling in Biology,5.0,Enrollment is restricted to graduate students; undergraduates may enroll by permission of the instructor.,"Application of differential equations, probability, and stochastic processes to problems in cell, organismal, and population biology. Topics include systems biology, cellular processes, gene-regulation, and population biology. Students may not receive credit for this course and AM 115. (Formerly AMS 215.)",None,
Applied Mathematics,AM,216,Stochastic Differential Equations,5.0,Enrollment is restricted to graduate students; undergraduates may enroll by permission of the instructor.,"Introduction to stochastic differential equations and diffusion processes with applications to biology, biomolecular engineering, and chemical kinetics. Topics include Brownian motion and white noise, gambler's ruin, backward and forward equations, and the theory of boundary conditions. (Formerly AMS  216.)",None,
Applied Mathematics,AM,217,Introduction to Fluid Dynamics,5.0,Enrollment is restricted to graduate students; undergraduates may enroll by permission of the instructor.,Covers fundamental topics in fluid dynamics at the graduate level: Euler and Lagrange descriptions of continuum dynamics; conservation laws for inviscid and viscous flows; potential flows; exact solutions of the Navier-Stokes equation; boundary layer theory; gravity waves. Students cannot receive credit for this course and AM 107. (Formerly AMS  217.),None,
Applied Mathematics,AM,227,"Waves, Instabilities, and Turbulence in Fluids",5.0,Prerequisite(s): AM 212A and AM 217.,"Advanced fluid dynamics course introducing various types waves and instabilities that commonly arise in geophysical and astrophysical systems, as well as turbulence. Topics covered include, but are not limited to: pressure waves, gravity waves, convection, shear instabilities, and turbulence. Advanced mathematical methods are used to study each topic. Undergraduates are encouraged to take this course with permission of the instructor. (Formerly Waves and Instabilities in Fluids.)
",None,
Applied Mathematics,AM,229,Convex Optimization,5.0,Enrollment is restricted to graduate students.,"Focuses on recognizing, formulating, analyzing, and solving convex optimization problems encountered across science and engineering. Topics include: convex sets; convex functions; convex optimization problems; duality; subgradient calculus; algorithms for smooth and non-smooth convex optimization; applications to signal and image processing, machine learning, statistics, control, robotics and economics. Students are required to have knowledge of calculus and linear algebra, and exposure to probability. (Formerly AMS 229.)",None,
Applied Mathematics,AM,230,Numerical Optimization,5.0,None,"Introduces numerical optimization tools widely used in engineering, science, and economics. Topics include: line-search and trust-region methods for unconstrained optimization, fundamental theory of constrained optimization, simplex and interior-point methods for linear programming, and computational algorithms for nonlinear programming. (Formerly AMS 230.)",None,
Applied Mathematics,AM,231,Nonlinear Control Theory,5.0,Prerequisite(s): basic knowledge of mathematical analysis and ordinary differential equations is assumed. Enrollment is restricted to graduate students; undergraduates may enroll by permission of the instructor.,"Covers analysis and design of nonlinear control systems using Lyapunov theory and geometric methods. Includes properties of solutions of nonlinear systems, Lyapunov stability analysis, effects of perturbations, controllability, observability, feedback linearization, and nonlinear control design tools for stabilization. (Formerly AMS 231.)",None,
Applied Mathematics,AM,232,Applied Optimal Control,5.0,"Prerequisite(s): AM 114 or AM 214, or ECE 240 or ECE 241, or MATH 145.  Enrollment is restricted to graduate students. Undergraduates may enroll by permission of the instructor.","Introduces optimal control theory and computational optimal control algorithms. Topics include: calculus of variations, minimum principle, dynamic programming, HJB equation, linear-quadratic regulator, direct and indirect computational methods, and engineering application of optimal control. (Formerly AMS 232.)",None,
Applied Mathematics,AM,238,Fundamentals of Uncertainty Quantification in Computational Science and Engineering,5.0,"Prerequisite(s): STAT 203 or equivalent, and AM 213B or equivalent. Enrollment is restricted to graduate students.","Computing the statistical properties of nonlinear random system is of fundamental importance in many areas of science and engineering. Introduces students to state-of-the-art methods for uncertainty propagation and quantification in model-based computations, focusing on the computational and algorithmic features of these methods most useful in dealing with systems specified in terms of stochastic ordinary and partial differential equations. Topics include: polynomial chaos methods (gPC and ME-gPC), probabilistic collocation methods (PCM and ME-PCM), Monte-Carlo methods (MC, quasi-MC, multi-level MC), sparse grids (SG), probability density function methods, and techniques for dimensional reduction. Basic knowledge of probability theory and elementary numerical methods for ODEs and PDEs is recommended. (Formerly AMS 238.)",None,
Applied Mathematics,AM,250,An Introduction to High Performance Computing,5.0,Enrollment is restricted to graduate students; undergraduates may enroll by permission of the instructor.,"Designed for STEM students and others. Through hands-on practice, this course introduces high-performance parallel computing, including the concepts of multiprocessor machines and parallel computation, and the hardware and software tools associated with them. Students become familiar with parallel concepts and the use of MPI and OpenMP together with some insight into the use of heterogeneous architectures (CPU, CUDA, OpenCL), and some case-study problems. (Formerly AMS 250.)",None,
Applied Mathematics,AM,260,Computational Fluid Dynamics,5.0,Prerequisite(s):  Basic knowledge of computer programming languages is assumed. Enrollment is restricted to graduate students.,"Introduces modern computational approaches to solving the differential equations that arise in fluid dynamics, particularly for problems involving discontinuities and shock waves. Examines the fundamentals of the mathematical foundations and computation methods to obtain solutions. Focuses on writing practical numerical codes and analyzing their results for a full understanding of fluid phenomena. (Formerly AMS 260.)",None,
Applied Mathematics,AM,275,Magnetohydrodynamics,5.0,Prerequisite(s): AM 107 or AM 217. AM 227 suggested. Enrollment is restricted to graduate students.,"Studies the interaction of fluid motion and magnetic fields in electrically conducting fluids, with applications in many natural and man-made flows ranging from, for example, planetary physics and astrophysics to industrial metallurgic engineering. (Formerly AMS 275.)",None,
Applied Mathematics,AM,280A,Seminar in Mathematical and Computational Biology,2.0,Enrollment is restricted to graduate students.,"Weekly seminar on mathematical and computational biology. Participants present research findings in organized and critical fashion, framed in context of current literature. Students present own research on a regular basis. (Formerly AMS 280A.)",None,
Applied Mathematics,AM,280B,Seminar in Applied Mathematical Modeling,2.0,None,Weekly seminar series covering topics of current research in applied mathematics and statistics. Permission of instructor required. Enrollment is restricted to graduate students. (Formerly AMS 280B.),None,
Applied Mathematics,AM,280C,Seminar in Geophysical and Astrophysical Fluid Dynamics,2.0,Enrollment is restricted to graduate students; undergraduates may enroll by permission of the instructor.,Weekly seminar/discussion group on geophysical and astrophysical fluid dynamics covering both analytical and computational approaches. Participants present research progress and findings in semiformal discussions. Students must present their own research on a regular basis. (Formerly AMS 280C.),None,
Applied Mathematics,AM,296,Masters Project,2.0,None,Independent completion of a masters project under faculty supervision. Students submit petition to sponsoring agency. Enrollment is restricted to graduate students.,None,
Applied Mathematics,AM,297A,Independent Study or Research,5.0,None,Independent study or research under faculty supervision. Students submit petition to sponsoring agency. Enrollment is restricted to graduate students.,None,
Applied Mathematics,AM,297B,Independent Study or Research,10.0,None,Independent study or research under faculty supervision. Students submit petition to sponsoring agency. Enrollment is restricted to graduate students.,None,
Applied Mathematics,AM,297C,Independent Study or Research,15.0,None,Independent study or research under faculty supervision. Students submit petition to sponsoring agency. Enrollment is restricted to graduate students.,None,
Applied Mathematics,AM,297F,Independent Study,2.0,None,Independent study or research under faculty supervision. Students submit petition to sponsoring agency. Enrollment is restricted to graduate students.,None,
Applied Mathematics,AM,299A,Thesis Research,5.0,None,Thesis research under faculty supervision. Students submit petition to sponsoring agency. Enrollment restricted to graduate students.,None,
Applied Mathematics,AM,299B,Thesis Research,10.0,None,Thesis research under faculty supervision. Students submit petition to sponsoring agency. Enrollment restricted to graduate students.,None,
Applied Mathematics,AM,299C,Thesis Research,15.0,None,Thesis research under faculty supervision. Students submit petition to sponsoring agency. Enrollment restricted to graduate students.,None,
Anthropology,ANTH,1,Introduction to Biological Anthropology,5.0,None,Study of evolution illustrated by Pleistocene hominid fossils and variation in living human groups. Behavior and evolution of primates examined as they contribute to the understanding of human evolution. Required for all anthropology majors. (Formerly Introduction to Human Evolution.),si,
Anthropology,ANTH,2,Introduction to Cultural Anthropology,5.0,None,A number of different peoples are studied and a variety of approaches to the nature of the culture and to the study of specific cultures presented. Required for all anthropology majors.,cc,
Anthropology,ANTH,3,Introduction to Archaeology,5.0,None,"Overview of ways of learning about the human past beyond the scope of written history. Reviews development of archaeology, fundamental methods and theories, and archaeology's contribution to understanding human origins, the emergence of farming, and the origins of complex societies.",si,
Anthropology,ANTH,93,Field Study,5.0,None,Supervised research or organized projects on anthropological topics for lower-division students. Conducted either on or off campus. Students submit petition to sponsoring agency.,None,
Anthropology,ANTH,97,Laboratory Safety Practicum,2.0,None,"Covers laboratory health and safety and standard operating procedures within the anthropology laboratories. Prepares students for future laboratory research activities while providing support of laboratory administration, collections management, and laboratory course demonstration needs. Enrollment by application.",None,
Anthropology,ANTH,100,History and Theory of Biological Anthropology,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3 and satisfaction of the Entry Level Writing and Composition requirements.","Provides an historical overview from the 18th century to the present of race, ape-human relationships, and human nature. Emergence of an evolutionary framework and of fossil, genetic, and primate information becomes the basis for reformulating ideas about human biology within anthropology.",ta,
Anthropology,ANTH,101,Human Evolution,5.0,Prerequisite(s): ANTH 1.,Study of human evolution covering the last five million years.  Examines the fossil evidence and emphasizes the reconstruction of behavior from the paleontological and anatomical evidence.,None,
Anthropology,ANTH,102A,Human Skeletal Biology,5.0,Prerequisite(s): ANTH 1.,Presents basic human osteology allowing students to identify skeletal material by element. Emphasizes the dynamic nature of bone by integrating anatomy with a discussion of bone physiology within the context of the human life cycle.,None,
Anthropology,ANTH,103,Forensic Anthropology,5.0,Prerequisite(s): ANTH 102A. Enrollment is restricted to juniors and seniors.,"Covers the basic analysis of human skeletal remains for the medicolegal profession. Assessment of age, sex, ancestry, and general physical characteristics, trauma, and disease are discussed. Addresses the legal responsibilities of the anthropologist. Online lectures with in-class discussion sections, quizzes, and exams. Students cannot receive credit for this course and ANTH 103I.",None,
Anthropology,ANTH,103I,Forensic Anthropology,4.0,Prerequisite(s): ANTH 102A.,"This online course teaches the basic analysis of human remains for the medico-legal profession. Covers the development of forensic anthropology, creating a biological profile, evaluating skeletal trauma, estimation of interval since death, and how these assessments can be supported. Students cannot receive credit for this course and for ANTH 103.",None,
Anthropology,ANTH,104,Human Variation and Adaptation,5.0,None,"Explores the major environmental factors (temperature, altitude, diet, and disease); how they are perceived by the human body; the physiological, micro- and macroanatomical responses; and how behavior and culture can modify the impact of these stresses. ANTH 1 is highly recommended as preparation. (Formerly Human Adaptability.)",er,
Anthropology,ANTH,105,Human Paleopathology,5.0,Prerequisite(s): ANTH 1; ANTH 102A recommended.,"Examines paleopathology beginning with ancient hominid populations and proceeding to modern populations. Uses both the skeletal evidence and historical documentation when available. Considers evolutionary, cultural, and biological factors. Topics include: osteological diagnosis of infectious disease; trauma; nutritional deficiencies; dental disease; and developmental defects.",None,
Anthropology,ANTH,106,Primate Behavior and Ecology,5.0,Prerequisite(s): ANTH 1.,"The nature of primate social systems and social bonds is examined in the light of evolutionary and ecological concepts. We explore the evolution of primate social system behavior and culture, as well as the ecologies of primate populations.",None,
Anthropology,ANTH,106A,Chimpanzee Behavior and Culture A,,None,,None,
Anthropology,ANTH,106B,Chimpanzee Behavior and Culture,2.0,Prerequisite(s): ANTH 106A.,"Provides students with an in depth understanding of the non-invasive study of chimpanzee behavior from video footage. The interactive lab aspect of this class focuses on how to non-invasively monitor the presence and behavioral diversity of wildlife using camera trap technology. Students are exposed to the primary scientific literature and gain experience handling and maintaining large datasets in excel, and work as a team throughout this class.",None,
Anthropology,ANTH,106C,Chimpanzee Behavior and Culture,2.0,None,"Provides students with an in depth understanding of the non-invasive study of chimpanzee behavior from video footage. The interactive lab aspect of this class focuses on how to non-invasively monitor the presence and behavioral diversity of wildlife using camera trap technology. Students are exposed to the primary scientific literature and gain experience handling and maintaining large datasets in excel, and work as a team throughout this class.
",None,
Anthropology,ANTH,107A,Methods and Research in Biological Anthropology: Genetics,5.0,None,"Introduces the molecular analyses of anthropological questions and explores the intersection of genetics and anthropology. Covers the basic principles of molecular and population genetics as they relate to the study of humans. Prerequisite(s): ANTH 1 and ANTH 104. ANTH 102A is recommended. Enrollment by permission of instructor. (Formerly ANTH 107, Methods and Research in Molecular Anthropology.)",None,
Anthropology,ANTH,107B,Methods and Research in Biological Anthropology: Stable Isotopes,5.0,Prerequisite(s): ANTH 101 or ANTH 104 or ANTH 106 or ANTH 107 or ANTH 110F.,"This combination of lectures, readings, discussions, and hands-on laboratory experience provides a comprehensive overview of stable isotope research to reconstruct diet and mobility. Discover the wide application of isotopic research in biological anthropology, bioarcheology, primatology and forensics. Prerequisite(s): at least one of ANTH 101, ANTH 104, ANTH 106, ANTH 107, or ANTH 110F and by permission of the instructor. (Formerly Methods and Research in Stable Isotope Ecology.)",peH,
Anthropology,ANTH,107C,Methods and Research in Biological Anthropology: Chimpanzee Behavior and Culture,5.0,None,"Lab class analyzing trail camera footage from chimpanzees and other wildlife, and installing our own cameras in the UCSC forest. Also includes readings and discussion of papers related to the newest findings on chimpanzee behavioral diversity and culture. Prerequisite(s): ANTH 106. Enrollment is by instructor consent.",None,
Anthropology,ANTH,107D,Methods and Research in Biological Anthropology–Computational Population Genetics,5.0,None,"Practical introduction to computational population genetics. Covers the basic principles of population and evolutionary genetics, and explores those with a range of computational methods for the analysis of genetic diversity, population structure, and admixture. Enrollment is by instructor consent.
",None,
Anthropology,ANTH,109,Evolution of Sex,5.0,Prerequisite(s): ANTH 1.,Provides a physical anthropology understanding of the evolution of sex. Focuses on genetics and the altercations in allele associations that take place as a result of sexual processes.,None,
Anthropology,ANTH,110A,Public Life and Contemporary Issues,5.0,None,"How can cultural anthropology help us to understand current events unfolding locally, nationally, and globally? Students learn how to read newspapers differently--that is, through the lens of cultural analysis. The world of everyday politics and society, as it unfolds in debates happening right now, forms the topical substance of the course.",im,
Anthropology,ANTH,110B,From Indiana Jones to Stonehenge: Archaeology as Popular Culture,5.0,None,"Addresses the meaning of archaeology as generated in television, movies, literature, newspapers, and even National Geographic. Students engage with several case-studies illustrating how archaeology is portrayed in popular culture.",im,
Anthropology,ANTH,110C,California Pasts,5.0,None,"This course is structured around four critical moments--missionization, Rancho-Era, Gold Rush, and World War II--through the eyes of the ethnic and racial minorities who experienced them. Special attention is given to oral, archival, and archaeological sources which reveal California's multiethnic pasts.",er,
Anthropology,ANTH,110D,Tourism Imaginaries and Encounters,5.0,None,"Explores anthropological approaches to the study of tourism, in particular themes of authenticity, othering, visual economies, development, identity politics, alternative tourisms, and material culture with reference to history, power, and location.",peH,
Anthropology,ANTH,110E,Anthropology of Global Environmental Change,5.0,None,"Introduces anthropological and historical approaches to environmental change and globalization. Key themes include: capitalism and industrialization, environmental politics, global culture, and relations between humans and other species.",peE,
Anthropology,ANTH,110F,Evolution of Human Diet,5.0,None,"Presents the evolution of human diet and subsistence from a biological anthropological perspective. Covers the key hypothesis and methodologies related to diet, from our early fossil ancestors up to agriculture and animal husbandry.  (Formerly Biocultural Approaches to Food.)",peH,
Anthropology,ANTH,110G,"Westside Stories: Race, Place and the California Imaginary",5.0,None,"From South Central to La Misión, this course explores the role of race and culture in creating the California Dream. Draws on films, music, and activism as lenses into the complex flows of power that shape our communities.
",im,
Anthropology,ANTH,110H,Brazilian Amazon Cultures and Environments,5.0,None,"General introduction to the astonishing diversity of cultures and environments in the Brazilian Amazon. Designed to provide upfront understanding of what underlies perverse (non)development and forest destruction, but also social defense of the forest and sustainable life within it.
",peE,
Anthropology,ANTH,110I,Cultures of Sustainability and Social Justice,5.0,None,"Brings together diverse forms of cultural knowledge and complexities of everyday life to illuminate longstanding concerns of sustainability and justice. Investigates multiple theories of sustainable development as well as tools, techniques, and contexts for ecological integrity, economic security, empowerment, responsibility and social well-being characteristic of sustainable communities. Case studies are drawn from around the world highlighting the work of Right Livelihood Award Laureates in tandem with UC faculty.",peE,
Anthropology,ANTH,110J,Emerging Humanity,5.0,None,"Using an anthropological and archaeological perspective to learn about human history before AD 1500, course explores fossil remains of human ancestors and traces the more recent history of humanity from forgers/hunters to the emergence of complex societies/civilizations. Topics include human biological evolution, the development of organized human societies, the origins of food production (domestication of plants and animals), the origins of the world's earliest urban centers, and the development of social inequality.",cc,
Anthropology,ANTH,110K,Culture Through Food,5.0,None,"Examines anthropology of food and politics of eating. Cultural and social uses of food in rituals of solidarity or fasting, identities and meanings of food for individuals, and consumption in the global context are key components of study.",cc,
Anthropology,ANTH,110L,The Human Ocean,5.0,None,"From coral reefs to Arctic sea ice, this course examines how humans interact with and transform earth's oceans, and how humans are shaped by the sea. Topics include: marine conservation, migration, shipping and logistics, slavery, fisheries management, and climate change.
",peE,
Anthropology,ANTH,110N,Anthropology of Food,5.0,None,"Focuses on social institutions around the world that shape food and its meanings; how people use food to organize their worlds; and production, sharing, or consumption of food as a political or meaningful act.",peH,
Anthropology,ANTH,110O,Postcolonial Britain and France,5.0,None,"Transdisciplinary examination of the politics and culture of postcolonial Britain and France. Topics include: immigration from South Asia, Africa, and the Caribbean; racism and antiracism; minority difference and citizenship practices; and the emergence of Islam as a major category of identity and difference.",cc,
