ANTH,194C,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirement. Enrollment restricted to senior anthropology and Earth sciences/Anthropology combined majors."
ANTH,194D,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3. Satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194E,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194F,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; satisfaction of the Entry Level Writing and Composition requirement. Enrollment is restricted to senior anthropology majors."
ANTH,194G,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements; enrollment is restricted to senior anthropology majors."
ANTH,194H,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology and  Earth sciences/Anthropology combined majors."
ANTH,194I,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; satisfaction of the Entry Level Writing and Composition requirement. Enrollment is restricted to senior anthropology majors."
ANTH,194J,5.0,Prerequisite(s): satisfaction of Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors.
ANTH,194K,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194L,5.0,"Prerequisite(s): ANTH 1, ANTH 2, ANTH 3 and an upper-division course in archaeology; satisfaction of the Entry Level Writing and Composition requirement. Enrollment is restricted to senior anthropology majors."
ANTH,194M,5.0,"Prerequisite(s): ANTH 1, ANTH 2, ANTH 3, and ANTH 134; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194N,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194O,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194P,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements.  Enrollment is restricted to senior anthropology majors.
ANTH,194Q,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,194R,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements, and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,194S,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194T,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,194U,5.0,Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors.
ANTH,194V,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors and Earth sciences and anthropology combined majors."
ANTH,194W,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194X,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,194Y,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; an upper-division archaeology course; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology  majors."
ANTH,194Z,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements; enrollment is restricted to senior anthropology majors."
ANTH,195A,5.0,
ANTH,195B,3.0,Prerequisite(s): ANTH 195A. Enrollment is restricted to senior anthropology majors.
ANTH,195C,3.0,Prerequisite(s): ANTH 195B. Enrollment is restricted to senior anthropology majors.
ANTH,195S,5.0,Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to anthropology majors. Enrollment is by permission of the instructor.
ANTH,196C,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,196D,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and ANTH 1, ANTH 2, and ANTH 3."
ANTH,196E,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,196F,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,196G,5.0,"Prerequisite(s): Satisfaction of the Entry Level Writing and Composition requirements; and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,196H,5.0,"Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements; and ANTH 1, ANTH 2, and ANTH 3. Enrollment is restricted to senior anthropology majors."
ANTH,196I,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,196J,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,196K,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3 and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,196L,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3 and satisfaction of the Entry Level Writing and Composition requirements. ANTH 178 is strongly recommended. Enrollment is restricted to senior anthropology and  Earth sciences/Anthropology combined majors."
ANTH,196M,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; and satisfaction of the Entry Level Writing and Composition requirements.  Enrollment is restricted to senior anthropology majors."
ANTH,196N,5.0,
ANTH,196O,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,196P,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3; and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior Anthropology majors."
ANTH,196Q,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,196R,5.0,
ANTH,196T,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirement. Enrollment is restricted to senior anthropology and  Earth sciences/Anthropology combined majors."
ANTH,196U,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology and  Earth sciences/Anthropology combined majors."
ANTH,196V,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,196W,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3. Satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior Anthropology majors."
ANTH,196X,5.0,"Prerequisite(s): ANTH 1, ANTH 2, and ANTH 3, and satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to senior anthropology majors."
ANTH,197,5.0,
ANTH,197F,2.0,
ANTH,198,5.0,
ANTH,198F,2.0,
ANTH,198G,3.0,
ANTH,199,5.0,
ANTH,199F,2.0,
APLX,55,5.0,
APLX,80,5.0,
APLX,99,5.0,
APLX,99F,2.0,
APLX,101,5.0,"[""OR"", ""APLX 80"", ""LING 50""]"
APLX,102,5.0,"[""OR"", ""APLX 80"", ""LING 50""]"
APLX,103,5.0,"[""OR"", ""APLX 80"", ""LING 50""]"
APLX,105,5.0,Prerequisite(s): APLX 80 or LING 50 or by permission of instructor.
APLX,112,5.0,
APLX,113,5.0,Enrollment is restricted to juniors and seniors.
APLX,113I,5.0,
APLX,115,5.0,"Prerequisite(s): APLX 80. Enrollment is restricted to sophomores, juniors, and seniors."
APLX,116,5.0,Prerequisite(s): LING 50 or by consent of the instructor. Enrollment is restricted to juniors and seniors.
APLX,122,5.0,"Prerequisite(s): APLX 80; enrollment restricted to applied linguistics and multiculturalism, language studies, and linguistics majors."
APLX,124,5.0,"""APLX 101"""
APLX,135,5.0,"Enrollment is restricted to applied linguistics and multiculturalism, linguistics, and language studies majors, or by permission of instructor. Students cannot receive credit for this course and APLX 235."
APLX,136,5.0,Prerequisite(s): Previous or concurrent enrollment in APLX 135.
APLX,138,5.0,
APLX,190,5.0,Prerequisite(s): APLX 80 and APLX 101; satisfaction of the Entry Level Writing and Composition requirements. Enrollment is restricted to seniors.
APLX,199,5.0,
APLX,199F,2.0,
ARBC,1,5.0,
ARBC,2,5.0,ARBC 1 or equivalent proficiency
ARBC,3,5.0,Arabic 2 or equivalent proficiency.
ARBC,4,5.0,Prerequisite(s): ARBC 3 or equivalent proficiency.
ARBC,5,5.0,Prerequisite(s): ARBC 4 or comparable proficiency.
ARBC,6,5.0,Prerequisite(s): ARBC 5 or comparable proficiency.
ART,10D,5.0,Enrollment is restricted to art majors and proposed art majors during first-pass enrollment; restrictions lifted after first pass.
ART,10E,5.0,Enrollment is restricted to art majors during first-pass enrollment; restrictions lifted after first pass.
ART,10F,5.0,Enrollment is restricted to proposed and declared ART majors during first-pass enrollment; restrictions lifted after first pass.
ART,15,5.0,
ART,26,5.0,
ART,80D,5.0,
ART,80E,5.0,
ART,80F,5.0,
ART,80T,5.0,
ART,80X,5.0,
ART,99,5.0,
ART,101,5.0,
ART,104,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26 or by permission of instructor. Enrollment is restricted to art majors."
ART,106A,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,106C,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26; or by permission of instructor.  Enrollment is restricted to art majors."
ART,106E,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26; or by permission of instructor. Enrollment is restricted to art majors."
ART,106G,5.0,
ART,106O,5.0,
ART,108,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26; or by permission of instructor. Enrollment is restricted to art majors."
ART,110,5.0,"Prerequisite(s): One course from ART 15, ART 20G, ART 20J, ART 20L, ART 111, ART 112, ART 119; and two from ART 20H, ART 20I, ART 20K, ART 26; or by permission of instructor. Enrollment is restricted to art majors."
ART,111,5.0,"Prerequisite(s): One course from ART 15, ART 20G, ART 20J, ART 20L, ART 110, ART 112, ART 119; and two from ART 20H, ART 20I, ART 20K, ART 26; or by permission of instructor. Enrollment is restricted to art majors."
ART,112,5.0,"Prerequisite(s): One course from ART 15, ART 20G, ART 20J, ART 20L, ART 110, ART 111, 119; and two from ART 20H, ART 20I, ART 20K, ART 26; or by permission of instructor. Enrollment is restricted to art majors."
ART,113,5.0,
ART,119,5.0,"Prerequisite(s): One course from ART 15, ART 20G, ART 20J, ART 20L, ART 110, ART ART 111, ART 112; and two from  ART 20H, ART 20I, ART 20K, ART 26; or by permission of instructor. Enrollment is restricted to art majors."
ART,125,5.0,Enrollment is restricted to juniors and seniors.
ART,130,5.0,"Prerequisite(s): One from ART 20J, ART 133, ART 137, ART 138, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. A foundation in drawing is recommended. Enrollment is restricted to art majors."
ART,132,5.0,
ART,133,5.0,"Prerequisite(s): One from ART 20J, ART 20L, ART 130, ART 137, ART 138, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 26. Enrollment is restricted to art majors."
ART,135,5.0,
ART,137,5.0,"Prerequisite(s): One from ART 20J, ART 130, ART 133, ART 138, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,138,5.0,"Prerequisite(s): One from ART 20J, ART 130, ART 133, ART 137, ART 139; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. Enrollment is  restricted to art majors."
ART,139,5.0,"Prerequisite(s): One from ART 20J, ART 130, ART 133, ART 137, ART 138; and two non-painting lower-division studios from ART 15, ART 20G, ART 20H, ART 20I, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,150,5.0,"Prerequisite(s): ART 20I and two non-photography lower-division art studios from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,152A,5.0,"Prerequisite(s): ART 20I, ART 156, and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,152C,5.0,
ART,153,5.0,"Prerequisite(s): ART 20I; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Plus one course from ART 150 or ART 156. Enrollment is restricted to art majors."
ART,154A,5.0,"Prerequisite(s): ART 20I and ART 156; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,154B,5.0,"Prerequisite(s): ART 20I; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26.  Plus one course from ART 150 or ART 156, or by permission of instructor. Enrollment is restricted to art majors."
ART,154C,5.0,"Prerequisite(s): ART 20I; and ART 150 or ART 156; and two courses from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,155,10.0,
ART,156,5.0,"Prerequisite(s): One course from ART 20I; and two non-photography lower-division art studios from ART 15, ART 20G, ART 20H, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,157,5.0,
ART,158,5.0,"Prerequisite(s): ART 156; and one course from ART 150, ART 152A, ART 152C, ART 153, ART 154A, ART 154B, ART 154C or ART 159. Enrollment is restricted to art majors."
ART,159,5.0,Prerequisite(s): ART 150 or ART 156. Enrollment is restricted to art majors.
ART,161B,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,161C,6.0,
ART,161J,6.0,
ART,162A,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,163A,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,163C,5.0,"Prerequisite(s): ART 20G and two courses from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment restricted to art majors."
ART,164A,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,164S,5.0,
ART,165,5.0,"Prerequisite(s): one course from ART 160B, ART 161B, ART 161C, ART 162A, ART 162B, ART 163A,  ART 163B, ART 163C, ART 164A, ART 164S, ART 168, ART 169. Enrollment is restricted to art majors."
ART,166,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26 or by permission of instructor. Enrollment is restricted to art majors."
ART,168,5.0,"Prerequisite(s): Three courses from the following: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26.  Enrollment is restricted to art majors."
ART,169,5.0,"Prerequisites: ART 20G or ART 26 and two non-print lower-division media studios from ART 15, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L. Enrollment is restricted to art majors."
ART,172,5.0,Enrollment is restricted to juniors and seniors.
ART,175,5.0,"Prerequisite(s): Three courses from ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26, or by consent of instructor. Enrollment restricted to art majors."
ART,177,2.0,
ART,180B,5.0,"Prerequisite(s): One course from ART 20H, ART 120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 172, ART 183, ART 188, or ART 189; and two non-sculpture/intermedia/public art lower-division studios from ART 15, ART 20G, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,181,5.0,"Prerequisite(s): three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,182,5.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,183,5.0,"Prerequisite(s): One course from ART 20H, ART 120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 172, ART 180B, ART 188, ART 189; and two non-sculpture/intermedia/public art lower-division studios from ART 15, ART 20G, ART 20I,ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,184,5.0,"One course from ART 20H, ART 20K, ART 101, ART 102, ART 103, ART 106E, ART 108, ART120, ART 121, ART 122, ART 124, ART 125, ART 129, ART 146T / THEA 106, ART 172, ART 180B, ART 183,ART 188, ART 189 and two courses from ART 15, ART 20G,  ART 20I, ART 20J, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,185,5.0,"One course from ART 20H, ART 20K, ART 101, ART 102, ART 103, ART 106E, ART 108, ART 180B, ART 183, ART 184, ART 188; and two courses from ART 15, ART 20G, ART 20I, ART 20J, ART 20L, ART 26. Enrollment is restricted to art majors."
ART,186,6.0,"Prerequisite(s): Three courses from: ART 15, ART 20G, ART 20H, ART 20I, ART 20J, ART 20K, ART 20L, ART 26. Enrollment is restricted to art majors."
